### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
charismaticxsad_sack;§u–2§!              §G!!!§! Charismatic, sad sack;§u–2§!              §G!!!§! Charismatique, raté;§u–2§!              §G!!!§! Charismatisch, trauriger sack;;;;;;;;;;;
charismaticxunfit;§u–2§!              §R¡¡¡§! Charismatic, unfit;§u–2§!              §R¡¡¡§! Charismatique, inapte;§u–2§!              §R¡¡¡§! Charismatisch, ungeeignet;;;;;;;;;;;
charismaticxunqualified;          §u–10%§!§G!!!§! Charismatic, unqualified;          §u–10%§!§G!!!§! Charismatique, non qualifié;          §u–10%§!§G!!!§! Charismatisch, unqualifiziert;;;;;;;;;;;
charismaticxpawn;                  §G!!!§! Charismatic, pawn;                  §G!!!§! Charismatique, pion;                  §G!!!§! Charismatisch, pfand;;;;;;;;;;;
charismaticxelderly;                  §G!!!§! Charismatic, elderly;                  §G!!!§! Charismatique, âgé;                  §G!!!§! Charismatisch, älter;;;;;;;;;;;
charismaticxincompetent;                  §G!!!§! Charismatic, incompetent;                  §G!!!§! Charismatique, incompétent;                  §G!!!§! Charismatisch, inkompetent;;;;;;;;;;;
impulsivexnationalist;§h+1§!      §h+10%§!§h?§! Impulsive, nationalist;;;;;;;;;;;;;
impulsivexwar_college;§h+1§!      §h+10%§!§R¡¡¡§! Impulsive, war college;§h+1§!      §h+10%§!§R¡¡¡§! Impulsif, école militaire;§h+1§!      §h+10%§!§R¡¡¡§! Impulsiv, militärakademie;;;;;;;;;;;
impulsivexcavalry_school;§h+2§!      §h+10%§!§R¡¡¡§! Impulsive, cavalry school;§h+2§!      §h+10%§!§R¡¡¡§! Impulsif, école de cavalerie;§h+2§!      §h+10%§!§R¡¡¡§! Impulsiv, kavallerieschule;;;;;;;;;;;
impulsivexengineer;          §h+15%§!§R¡¡¡§! Impulsive, engineer;          §h+15%§!§R¡¡¡§! Impulsif, génie;          §h+15%§!§R¡¡¡§! Impulsiv, ingenieur;;;;;;;;;;;
impulsivexarmchair_general;          §h+20%§!§R¡¡¡§! Impulsive, armchair general;          §h+20%§!§R¡¡¡§! Impulsif, général de façade;          §h+20%§!§R¡¡¡§! Impulsiv, sesselgeneral;;;;;;;;;;;
impulsivexbureaucrat_speed;          §h+25%§!§R¡¡¡§! Impulsive, bureaucrat speed;          §h+25%§!§R¡¡¡§! Impulsif, vitesse de bureaucrate;          §h+25%§!§R¡¡¡§! Impulsiv, bürokratische geschwindigkeit;;;;;;;;;;;
impulsivexgenerals_aide;     §h+1§! §h+10%§!§R¡¡¡§! Impulsive, general's aide;     §h+1§! §h+10%§!§R¡¡¡§! Impulsif, aide de camp;     §h+1§! §h+10%§!§R¡¡¡§! Impulsiv, generalsadjutant;;;;;;;;;;;
impulsivexamateur;     §u–1§! §u–15%§!§R¡¡¡§! Impulsive, amateur;     §u–1§! §u–15%§!§R¡¡¡§! Impulsif, amateur;     §u–1§! §u–15%§!§R¡¡¡§! Impulsiv, amateur;;;;;;;;;;;
impulsivexmadman;          §h+10%§!§R¡¡¡§! Impulsive, madman;          §h+10%§!§R¡¡¡§! Impulsif, fou;          §h+10%§!§R¡¡¡§! Impulsiv, irrer;;;;;;;;;;;
impulsivexaristocrat;          §h+10%§!§u¿§! Impulsive, aristocrat;          §h+10%§!§u¿§! Impulsif, aristocrate;          §h+10%§!§u¿§! Impulsiv, aristokrat;;;;;;;;;;;
impulsivexdrillmaster;          §h+10%§!§G!!!§! Impulsive, drillmaster;          §h+10%§!§G!!!§! Impulsif, sergent instructeur;          §h+10%§!§G!!!§! Impulsiv, zuchtmeister;;;;;;;;;;;
impulsivexbutcher;          §h+10%§!§R¡¡¡§! Impulsive, butcher;          §h+10%§!§R¡¡¡§! Impulsif, boucher;          §h+10%§!§R¡¡¡§! Impulsiv, schlächter;;;;;;;;;;;
impulsivexexranker;          §h+10%§!§R¡¡¡§! Impulsive, exranker;          §h+10%§!§R¡¡¡§! Impulsif, ancien militaire;          §h+10%§!§R¡¡¡§! Impulsiv, ex-gefreiter;;;;;;;;;;;
impulsivexadventurer;§h+2§!      §h+10%§!§R¡¡¡§! Impulsive, adventurer;§h+2§!      §h+10%§!§R¡¡¡§! Impulsif, aventurier;§h+2§!      §h+10%§!§R¡¡¡§! Impulsiv, abenteurer;;;;;;;;;;;
impulsivexdebutante;          §h+10%§!§R¡¡¡§! Impulsive, debutante;          §h+10%§!§R¡¡¡§! Impulsif, débutant;          §h+10%§!§R¡¡¡§! Impulsiv, debütant;;;;;;;;;;;
impulsivexcolonial_b;     §u–2§! §G+30%§!§R¡¡¡§! Impulsive, colonial;     §u–2§! §G+30%§!§R¡¡¡§! Impulsif, colonial;     §u–2§! §G+30%§!§R¡¡¡§! Impulsiv, kolonial;;;;;;;;;;;
impulsivexdisgraced;          §h+10%§!§R¡¡¡§! Impulsive, disgraced;          §h+10%§!§R¡¡¡§! Impulsif, déshonoré;          §h+10%§!§R¡¡¡§! Impulsiv, in ungnade gefallener;;;;;;;;;;;
impulsivexpriest;          §h+10%§!§R¡¡¡§! Impulsive, priest;          §h+10%§!§R¡¡¡§! Impulsif, prêtre;          §h+10%§!§R¡¡¡§! Impulsiv, priester;;;;;;;;;;;
impulsivexrising_star;          §h+10%§!§R¡¡¡§! Impulsive, rising star;          §h+10%§!§R¡¡¡§! Impulsif, étoile montante;          §h+10%§!§R¡¡¡§! Impulsiv, aufsteigender stern;;;;;;;;;;;
impulsivexpolitician;          §h+10%§!§R¡¡¡§! Impulsive, politician;          §h+10%§!§R¡¡¡§! Impulsif, politicien;          §h+10%§!§R¡¡¡§! Impulsiv, politiker;;;;;;;;;;;
impulsivexpoet;§u–1§!      §h+10%§!§G!!!§! Impulsive, poet;§u–1§!      §h+10%§!§G!!!§! Impulsif, poète;§u–1§!      §h+10%§!§G!!!§! Impulsiv, poet;;;;;;;;;;;
impulsivexcartographer;          §G+50%§!§R¡¡¡§! Impulsive, cartographer;          §G+50%§!§R¡¡¡§! Impulsif, cartographe;          §G+50%§!§R¡¡¡§! Impulsiv, kartograf;;;;;;;;;;;
impulsivexprofessor;§u–1§! §u–1§! §h+10%§!§G!!!§! Impulsive, professor;§u–1§! §u–1§! §h+10%§!§G!!!§! Impulsif, professeur;§u–1§! §u–1§! §h+10%§!§G!!!§! Impulsiv, professor;;;;;;;;;;;
impulsivexold_school;§h+1§! §u–2§! §h+10%§!§G!!!§! Impulsive, old school;§h+1§! §u–2§! §h+10%§!§G!!!§! Impulsif, vieille école;§h+1§! §u–2§! §h+10%§!§G!!!§! Impulsiv, alte schule;;;;;;;;;;;
impulsivexeccentric_genius;§h+2§!      §h+10%§!§R¡¡¡§! Impulsive, eccentric genius;§h+2§!      §h+10%§!§R¡¡¡§! Impulsif, génie excentrique;§h+2§!      §h+10%§!§R¡¡¡§! Impulsiv, exzentrisches genie;;;;;;;;;;;
impulsivexgifted_administrator;          §h+10%§!§u¿§! Impulsive, gifted administrator;          §h+10%§!§u¿§! Impulsif, administrateur doué;          §h+10%§!§u¿§! Impulsiv, begabter administrator;;;;;;;;;;;
impulsivexinnovative_tactician;§h+1§!      §h+10%§!§R¡¡¡§! Impulsive, innovative tactician;§h+1§!      §h+10%§!§R¡¡¡§! Impulsif, tacticien novateur;§h+1§!      §h+10%§!§R¡¡¡§! Impulsiv, innovativer taktiker;;;;;;;;;;;
impulsivexexpert_raider;§h+2§!      §h+10%§!§R¡¡¡§! Impulsive, expert raider;§h+2§!      §h+10%§!§R¡¡¡§! Impulsif, commando expérimenté;§h+2§!      §h+10%§!§R¡¡¡§! Impulsiv, überfallexperte;;;;;;;;;;;
impulsivexnatural_born_leader;§h+1§!      §h+10%§!§u¿§! Impulsive, natural born leader;§h+1§!      §h+10%§!§u¿§! Impulsif, leader naturel;§h+1§!      §h+10%§!§u¿§! Impulsiv, geborener anführer;;;;;;;;;;;
impulsivexmegalomaniac;§u–2§!      §h+10%§!§R¡¡¡§! Impulsive, megalomaniac;§u–2§!      §h+10%§!§R¡¡¡§! Impulsif, mégalomane;§u–2§!      §h+10%§!§R¡¡¡§! Impulsiv, megalomane;;;;;;;;;;;
impulsivexhated;§h+1§! §h+1§! §h+10%§!§R¡¡¡§! Impulsive, hated;§h+1§! §h+1§! §h+10%§!§R¡¡¡§! Impulsif, odieux;§h+1§! §h+1§! §h+10%§!§R¡¡¡§! Impulsiv, gehasst;;;;;;;;;;;
impulsivexcursed_luck;§h+2§! §h+2§! §h+10%§!§R¡¡¡§! Impulsive, cursed luck;§h+2§! §h+2§! §h+10%§!§R¡¡¡§! Impulsif, malchanceux;§h+2§! §h+2§! §h+10%§!§R¡¡¡§! Impulsiv, vom pech verflucht;;;;;;;;;;;
impulsivexclueless;§u–1§!      §h+10%§!§R¡¡¡§! Impulsive, clueless;§u–1§!      §h+10%§!§R¡¡¡§! Impulsif, ignorant;§u–1§!      §h+10%§!§R¡¡¡§! Impulsiv, ahnungslos;;;;;;;;;;;
impulsivexdiplomat;          §h  +5%§!§R¡¡¡§! Impulsive, diplomat;          §h  +5%§!§R¡¡¡§! Impulsif, diplomate;          §h  +5%§!§R¡¡¡§! Impulsiv, diplomat;;;;;;;;;;;
impulsivexpowerful_friends;          §u–10%§!§R¡¡¡§! Impulsive, powerful friends;          §u–10%§!§R¡¡¡§! Impulsif, amis puissants;          §u–10%§!§R¡¡¡§! Impulsiv, mächtige freunde;;;;;;;;;;;
impulsiveximmoral;          §h+10%§!§R¡¡¡§! Impulsive, immoral;          §h+10%§!§R¡¡¡§! Impulsif, immoral;          §h+10%§!§R¡¡¡§! Impulsiv, unmoralisch;;;;;;;;;;;
impulsivexwomanizer;          §h+10%§!§G!!!§! Impulsive, womanizer;          §h+10%§!§G!!!§! Impulsif, coureur de jupons;          §h+10%§!§G!!!§! Impulsiv, schürzenjäger;;;;;;;;;;;
impulsivexwarmonger;          §h+20%§!§R¡¡¡§! Impulsive, warmonger;          §h+20%§!§R¡¡¡§! Impulsif, belliciste;          §h+20%§!§R¡¡¡§! Impulsiv, kriegstreiber;;;;;;;;;;;
impulsivexcorrupt;          §h+10%§!§R¡¡¡§! Impulsive, corrupt;          §h+10%§!§R¡¡¡§! Impulsif, corrompu;          §h+10%§!§R¡¡¡§! Impulsiv, korrupt;;;;;;;;;;;
impulsivexbootlicker;     §h+1§! §h+10%§!§R¡¡¡§! Impulsive, bootlicker;     §h+1§! §h+10%§!§R¡¡¡§! Impulsif, lèche-bottes;     §h+1§! §h+10%§!§R¡¡¡§! Impulsiv, speichellecker;;;;;;;;;;;
impulsivexsycophant;          §h+10%§!§G!!!§! Impulsive, sycophant;          §h+10%§!§G!!!§! Impulsif, flagorneur;          §h+10%§!§G!!!§! Impulsiv, kriecher;;;;;;;;;;;
impulsivextoady;§h+1§!      §h+10%§!§u¿§! Impulsive, toady;§h+1§!      §h+10%§!§u¿§! Impulsif, flatteur;§h+1§!      §h+10%§!§u¿§! Impulsiv, schleimer;;;;;;;;;;;
impulsivexyesman;          §h+10%§!§R¡¡¡§! Impulsive, yesman;          §h+10%§!§R¡¡¡§! Impulsif, béni-oui-oui;          §h+10%§!§R¡¡¡§! Impulsiv, jasager;;;;;;;;;;;
impulsivexbrownnoser;§h+1§!      §h+10%§!§R¡¡¡§! Impulsive, brownnoser;§h+1§!      §h+10%§!§R¡¡¡§! Impulsif, lèche-cul;§h+1§!      §h+10%§!§R¡¡¡§! Impulsiv, stiefellecker;;;;;;;;;;;
impulsivexspoiled;§h+2§!      §h+10%§!§R¡¡¡§! Impulsive, spoiled;§h+2§!      §h+10%§!§R¡¡¡§! Impulsif, gâté;§h+2§!      §h+10%§!§R¡¡¡§! Impulsiv, verwöhnt;;;;;;;;;;;
